 COLTWOWAVINGHANDSIGN ,<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEWAVINGHANDSIGN ,<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><bd>,,,
 COLFOURWAVINGHANDSIGN ,<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><be>,,,
 COLFIVEWAVINGHANDSIGN ,<ed><a0><bd><ed><b1><8b><ed><a0><bc><ed><bf><bf>,,,
 THUMBSUPSIGN ,<ed><a0><bd><ed><b1><8d>,,,
 COLONETHUMBSUPSIGN ,<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bb>,,,
 COLTWOTHUMBSUPSIGN ,<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bc>,,,
 COLTHREETHUMBSUPSIGN ,<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bd>,,,
 COLFOURTHUMBSUPSIGN ,<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><be>,,,
 COLFIVETHUMBSUPSIGN ,<ed><a0><bd><ed><b1><8d><ed><a0><bc><ed><bf><bf>,,,
 THUMBSDOWNSIGN ,<ed><a0><bd><ed><b1><8e>,,,
 COLONETHUMBSDOWNSIGN ,<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bb>,,,
 COLTWOTHUMBSDOWNSIGN ,<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bc>,,,
 COLTHREETHUMBSDOWNSIGN ,<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bd>,,,
 COLFOURTHUMBSDOWNSIGN ,<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><be>,,,
 COLFIVETHUMBSDOWNSIGN ,<ed><a0><bd><ed><b1><8e><ed><a0><bc><ed><bf><bf>,,,
 FISTEDHANDSIGN ,<ed><a0><bd><ed><b1><8a>,,,
 COLONEFISTEDHANDSIGN ,<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bb>,,,
 COLTWOFISTEDHANDSIGN ,<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEFISTEDHANDSIGN ,<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bd>,,,
 COLFOURFISTEDHANDSIGN ,<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><be>,,,
 COLFIVEFISTEDHANDSIGN ,<ed><a0><bd><ed><b1><8a><ed><a0><bc><ed><bf><bf>,,,
 RAISEDFIST ,<e2><9c><8a>,,,
 COLONERAISEDFIST ,<e2><9c><8a><ed><a0><bc><ed><bf><bb>,,,
 COLTWORAISEDFIST ,<e2><9c><8a><ed><a0><bc><ed><bf><bc>,,,
 COLTHREERAISEDFIST ,<e2><9c><8a><ed><a0><bc><ed><bf><bd>,,,
 COLFOURRAISEDFIST ,<e2><9c><8a><ed><a0><bc><ed><bf><be>,,,
 COLFIVERAISEDFIST ,<e2><9c><8a><ed><a0><bc><ed><bf><bf>,,,
 VICTORYHAND ,<e2><9c><8c><ef><b8><8f>,,,
 COLONEVICTORYHAND ,<e2><9c><8c><ed><a0><bc><ed><bf><bb>,,,
 COLTWOVICTORYHAND ,<e2><9c><8c><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEVICTORYHAND ,<e2><9c><8c><ed><a0><bc><ed><bf><bd>,,,
 COLFOURVICTORYHAND ,<e2><9c><8c><ed><a0><bc><ed><bf><be>,,,
 COLFIVEVICTORYHAND ,<e2><9c><8c><ed><a0><bc><ed><bf><bf>,,,
 OKHANDSIGN ,<ed><a0><bd><ed><b1><8c>,,,
 COLONEOKHANDSIGN ,<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bb>,,,
 COLTWOOKHANDSIGN ,<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEOKHANDSIGN ,<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bd>,,,
 COLFOUROKHANDSIGN ,<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><be>,,,
 COLFIVEOKHANDSIGN ,<ed><a0><bd><ed><b1><8c><ed><a0><bc><ed><bf><bf>,,,
 RAISEDHAND ,<e2><9c><8b>,,,
 COLONERAISEDHAND ,<e2><9c><8b><ed><a0><bc><ed><bf><bb>,,,
 COLTWORAISEDHAND ,<e2><9c><8b><ed><a0><bc><ed><bf><bc>,,,
 COLTHREERAISEDHAND ,<e2><9c><8b><ed><a0><bc><ed><bf><bd>,,,
 COLFOURRAISEDHAND ,<e2><9c><8b><ed><a0><bc><ed><bf><be>,,,
 COLFIVERAISEDHAND ,<e2><9c><8b><ed><a0><bc><ed><bf><bf>,,,
 OPENHANDSSIGN ,<ed><a0><bd><ed><b1><90>,,,
 COLONEOPENHANDSSIGN ,<ed><a0><bd><ed><b1><90><ed><a0><bc><ed><bf><bb>,,,
 COLTWOOPENHANDSSIGN ,<ed><a0><bd><ed><b1><90><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEOPENHANDSSIGN ,<ed><a0><bd><ed><b1><90><ed><a0><bc><ed><bf><bd>,,,
 COLFOUROPENHANDSSIGN ,<ed><a0><bd><ed><b1><90><ed><a0><bc><ed><bf><be>,,,
 COLFIVEOPENHANDSSIGN ,<ed><a0><bd><ed><b1><90><ed><a0><bc><ed><bf><bf>,,,
 FLEXEDBICEPS ,<ed><a0><bd><ed><b2><aa>,,,
 COLONEFLEXEDBICEPS ,<ed><a0><bd><ed><b2><aa><ed><a0><bc><ed><bf><bb>,,,
 COLTWOFLEXEDBICEPS ,<ed><a0><bd><ed><b2><aa><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEFLEXEDBICEPS ,<ed><a0><bd><ed><b2><aa><ed><a0><bc><ed><bf><bd>,,,
 COLFOURFLEXEDBICEPS ,<ed><a0><bd><ed><b2><aa><ed><a0><bc><ed><bf><be>,,,
 COLFIVEFLEXEDBICEPS ,<ed><a0><bd><ed><b2><aa><ed><a0><bc><ed><bf><bf>,,,
 PERSONWITHFOLDEDHANDS ,<ed><a0><bd><ed><b9><8f>,,,
 COLONEPERSONWITHFOLDEDHANDS ,<ed><a0><bd><ed><b9><8f><ed><a0><bc><ed><bf><bb>,,,
 COLTWOPERSONWITHFOLDEDHANDS ,<ed><a0><bd><ed><b9><8f><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEPERSONWITHFOLDEDHANDS ,<ed><a0><bd><ed><b9><8f><ed><a0><bc><ed><bf><bd>,,,
 COLFOURPERSONWITHFOLDEDHANDS ,<ed><a0><bd><ed><b9><8f><ed><a0><bc><ed><bf><be>,,,
 COLFIVEPERSONWITHFOLDEDHANDS ,<ed><a0><bd><ed><b9><8f><ed><a0><bc><ed><bf><bf>,,,
 UPPOINTINGINDEX ,<e2><98><9d><ef><b8><8f>,,,
 COLONEUPPOINTINGINDEX ,<e2><98><9d><ed><a0><bc><ed><bf><bb>,,,
 COLTWOUPPOINTINGINDEX ,<e2><98><9d><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEUPPOINTINGINDEX ,<e2><98><9d><ed><a0><bc><ed><bf><bd>,,,
 COLFOURUPPOINTINGINDEX ,<e2><98><9d><ed><a0><bc><ed><bf><be>,,,
 COLFIVEUPPOINTINGINDEX ,<e2><98><9d><ed><a0><bc><ed><bf><bf>,,,
 UPPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><86>,,,
 COLONEUPPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><86><ed><a0><bc><ed><bf><bb>,,,
 COLTWOUPPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><86><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEUPPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><86><ed><a0><bc><ed><bf><bd>,,,
 COLFOURUPPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><86><ed><a0><bc><ed><bf><be>,,,
 COLFIVEUPPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><86><ed><a0><bc><ed><bf><bf>,,,
 DOWNPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><87>,,,
 COLONEDOWNPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><87><ed><a0><bc><ed><bf><bb>,,,
 COLTWODOWNPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><87><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEDOWNPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><87><ed><a0><bc><ed><bf><bd>,,,
 COLFOURDOWNPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><87><ed><a0><bc><ed><bf><be>,,,
 COLFIVEDOWNPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><87><ed><a0><bc><ed><bf><bf>,,,
 LEFTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><88>,,,
 COLONELEFTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><88><ed><a0><bc><ed><bf><bb>,,,
 COLTWOLEFTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><88><ed><a0><bc><ed><bf><bc>,,,
 COLTHREELEFTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><88><ed><a0><bc><ed><bf><bd>,,,
 COLFOURLEFTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><88><ed><a0><bc><ed><bf><be>,,,
 COLFIVELEFTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><88><ed><a0><bc><ed><bf><bf>,,,
 RIGHTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><89>,,,
 COLONERIGHTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><89><ed><a0><bc><ed><bf><bb>,,,
 COLTWORIGHTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><89><ed><a0><bc><ed><bf><bc>,,,
 COLTHREERIGHTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><89><ed><a0><bc><ed><bf><bd>,,,
 COLFOURRIGHTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><89><ed><a0><bc><ed><bf><be>,,,
 COLFIVERIGHTPOINTINGBACKHANDINDEX ,<ed><a0><bd><ed><b1><89><ed><a0><bc><ed><bf><bf>,,,
 REVERSEDHANDWITHMIDDLEFINGEREXTENDED ,<ed><a0><bd><ed><b6><95>,,,
 COLONEREVERSEDHANDWITHMIDDLEFINGEREXTENDED ,<ed><a0><bd><ed><b6><95><ed><a0><bc><ed><bf><bb>,,,
 COLTWOREVERSEDHANDWITHMIDDLEFINGEREXTENDED ,<ed><a0><bd><ed><b6><95><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEREVERSEDHANDWITHMIDDLEFINGEREXTENDED ,<ed><a0><bd><ed><b6><95><ed><a0><bc><ed><bf><bd>,,,
 COLFOURREVERSEDHANDWITHMIDDLEFINGEREXTENDED ,<ed><a0><bd><ed><b6><95><ed><a0><bc><ed><bf><be>,,,
 COLFIVEREVERSEDHANDWITHMIDDLEFINGEREXTENDED ,<ed><a0><bd><ed><b6><95><ed><a0><bc><ed><bf><bf>,,,
 RAISEDHANDWITHFINGERSSPLAYED ,<ed><a0><bd><ed><b6><90>,,,
 COLONERAISEDHANDWITHFINGERSSPLAYED ,<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bb>,,,
 COLTWORAISEDHANDWITHFINGERSSPLAYED ,<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bc>,,,
 COLTHREERAISEDHANDWITHFINGERSSPLAYED ,<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bd>,,,
 COLFOURRAISEDHANDWITHFINGERSSPLAYED ,<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><be>,,,
 COLFIVERAISEDHANDWITHFINGERSSPLAYED ,<ed><a0><bd><ed><b6><90><ed><a0><bc><ed><bf><bf>,,,
 SIGNOFTHEHORNS ,<ed><a0><be><ed><b4><98>,,,
 COLONESIGNOFTHEHORNS ,<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bb>,,,
 COLTWOSIGNOFTHEHORNS ,<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bc>,,,
 COLTHREESIGNOFTHEHORNS ,<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bd>,,,
 COLFOURSIGNOFTHEHORNS ,<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><be>,,,
 COLFIVESIGNOFTHEHORNS ,<ed><a0><be><ed><b4><98><ed><a0><bc><ed><bf><bf>,,,
 RAISEDHANDWITHPARTBETWEENMIDDLEANDRINGFINGERS ,<ed><a0><bd><ed><b6><96>,,,
 COLONERAISEDHANDWITHPARTBETWEENMIDDLEANDRINGFINGERS ,<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bb>,,,
 COLTWORAISEDHANDWITHPARTBETWEENMIDDLEANDRINGFINGERS ,<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bc>,,,
 COLTHREERAISEDHANDWITHPARTBETWEENMIDDLEANDRINGFINGERS ,<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bd>,,,
 COLFOURRAISEDHANDWITHPARTBETWEENMIDDLEANDRINGFINGERS ,<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><be>,,,
 COLFIVERAISEDHANDWITHPARTBETWEENMIDDLEANDRINGFINGERS ,<ed><a0><bd><ed><b6><96><ed><a0><bc><ed><bf><bf>,,,
 WRITINGHAND ,<e2><9c><8d><ef><b8><8f>,,,
 COLONEWRITINGHAND ,<e2><9c><8d><ef><b8><8f><ed><a0><bc><ed><bf><bb>,,,
 COLTWOWRITINGHAND ,<e2><9c><8d><ef><b8><8f><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEWRITINGHAND ,<e2><9c><8d><ef><b8><8f><ed><a0><bc><ed><bf><bd>,,,
 COLFOURWRITINGHAND ,<e2><9c><8d><ef><b8><8f><ed><a0><bc><ed><bf><be>,,,
 COLFIVEWRITINGHAND ,<e2><9c><8d><ef><b8><8f><ed><a0><bc><ed><bf><bf>,,,
 NAILPOLISH ,<ed><a0><bd><ed><b2><85>,,,
COLONENAILPOLISH ,<ed><a0><bd><ed><b2><85><ed><a0><bc><ed><bf><bb>,,,
COLTWONAILPOLISH ,<ed><a0><bd><ed><b2><85><ed><a0><bc><ed><bf><bc>,,,
COLTHREENAILPOLISH ,<ed><a0><bd><ed><b2><85><ed><a0><bc><ed><bf><bd>,,,
COLFOURNAILPOLISH ,<ed><a0><bd><ed><b2><85><ed><a0><bc><ed><bf><be>,,,
COLFIVENAILPOLISH ,<ed><a0><bd><ed><b2><85><ed><a0><bc><ed><bf><bf>,,,
 MOUTH ,<ed><a0><bd><ed><b1><84>,,,
 TONGUE ,<ed><a0><bd><ed><b1><85>,,,
 EAR ,<ed><a0><bd><ed><b1><82>,,,
 COLONEEAR ,<ed><a0><bd><ed><b1><82><ed><a0><bc><ed><bf><bb>,,,
 COLTWOEAR ,<ed><a0><bd><ed><b1><82><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEEAR ,<ed><a0><bd><ed><b1><82><ed><a0><bc><ed><bf><bd>,,,
 COLFOUREAR ,<ed><a0><bd><ed><b1><82><ed><a0><bc><ed><bf><be>,,,
 COLFIVEEAR ,<ed><a0><bd><ed><b1><82><ed><a0><bc><ed><bf><bf>,,,
 NOSE ,<ed><a0><bd><ed><b1><83>,,,
 COLONENOSE ,<ed><a0><bd><ed><b1><83><ed><a0><bc><ed><bf><bb>,,,
 COLTWONOSE ,<ed><a0><bd><ed><b1><83><ed><a0><bc><ed><bf><bc>,,,
 COLTHREENOSE ,<ed><a0><bd><ed><b1><83><ed><a0><bc><ed><bf><bd>,,,
 COLFOURNOSE ,<ed><a0><bd><ed><b1><83><ed><a0><bc><ed><bf><be>,,,
 COLFIVENOSE ,<ed><a0><bd><ed><b1><83><ed><a0><bc><ed><bf><bf>,,,
 EYE ,<ed><a0><bd><ed><b1><81>,,,
 EYES ,<ed><a0><bd><ed><b1><80>,,,
 BUSTINSILHOUETTE ,<ed><a0><bd><ed><b1><a4>,,,
 BUSTSINSILHOUETTE ,<ed><a0><bd><ed><b1><a5>,,,
 SPEAKINGHEADINSILHOUETTE ,<ed><a0><bd><ed><b7><a3>,,,
 BABY ,<ed><a0><bd><ed><b1><b6>,,,
 COLONEBABY ,<ed><a0><bd><ed><b1><b6><ed><a0><bc><ed><bf><bb>,,,
 COLTWOBABY ,<ed><a0><bd><ed><b1><b6><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEBABY ,<ed><a0><bd><ed><b1><b6><ed><a0><bc><ed><bf><bd>,,,
 COLFOURBABY ,<ed><a0><bd><ed><b1><b6><ed><a0><bc><ed><bf><be>,,,
 COLFIVEBABY ,<ed><a0><bd><ed><b1><b6><ed><a0><bc><ed><bf><bf>,,,
 BOY ,<ed><a0><bd><ed><b1><a6>,,,
 COLONEBOY ,<ed><a0><bd><ed><b1><a6><ed><a0><bc><ed><bf><bb>,,,
 COLTWOBOY ,<ed><a0><bd><ed><b1><a6><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEBOY ,<ed><a0><bd><ed><b1><a6><ed><a0><bc><ed><bf><bd>,,,
 COLFOURBOY ,<ed><a0><bd><ed><b1><a6><ed><a0><bc><ed><bf><be>,,,
 COLFIVEBOY ,<ed><a0><bd><ed><b1><a6><ed><a0><bc><ed><bf><bf>,,,
 GIRL ,<ed><a0><bd><ed><b1><a7>,,,
 COLONEGIRL ,<ed><a0><bd><ed><b1><a7><ed><a0><bc><ed><bf><bb>,,,
 COLTWOGIRL ,<ed><a0><bd><ed><b1><a7><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEGIRL ,<ed><a0><bd><ed><b1><a7><ed><a0><bc><ed><bf><bd>,,,
 COLFOURGIRL ,<ed><a0><bd><ed><b1><a7><ed><a0><bc><ed><bf><be>,,,
 COLFIVEGIRL ,<ed><a0><bd><ed><b1><a7><ed><a0><bc><ed><bf><bf>,,,
 MAN ,<ed><a0><bd><ed><b1><a8>,,,
 COLONEMAN ,<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bb>,,,
 COLTWOMAN ,<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bc>,,,
 COLTHREEMAN ,<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bd>,,,
 COLFOURMAN ,<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><be>,,,
 COLFIVEMAN ,<ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bf>,,,
 WOMAN ,<ed><a0><bd><ed><b1><a9>,,,
 COLONEWOMAN ,<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bb>,,,
 COLTWOWOMAN ,<ed><a0><bd><ed><b1><a9><ed><a0><bc><ed><bf><bc>,,,
